Lot No.,Vendor,Item Description,Reserve
8685,673721714999296,Cefnopi,"$2,568.76"
8686,6642444422610944,Fujkotcaz,"$8,002.69"
8687,7082278834405376,Ovedouze,"$1,658.41"
8688,806164698759168,Ijriwit,$481.65
8689,1199998536515584,Watatci,"$8,678.60"
8690,1643719063240704,Bedmisut,"$1,910.28"
8691,1513699552526336,Geiwoip,"$1,191.36"
8692,6075842310438912,Suwvoffo,"$3,934.68"
8693,1775570253774848,Mavnivwa,"$2,900.14"
8694,4574750441472,Urfosege,"$6,628.41"
8695,4987856747495424,Vofhune,"$8,921.59"
8696,2893132750389248,Aziredzo,"$9,539.26"
8697,8742275133734912,Hogfagulu,"$1,467.64"
8698,186263996989440,Abimouco,"$3,890.88"
8699,4847398239076352,Ulawahid,"$1,251.21"
8700,5602780225994752,Wejurva,"$9,773.81"
8701,8854379174035456,Vasadup,$518.25
8702,6.88726E+15,Pecufaf,"$6,421.40"
8703,6484337618845696,Gafodo,"$5,869.17"
8704,1652369068654592,Nanuma,"$4,029.63"
8705,6770190884798464,Miroas,"$5,778.96"
8706,313216037027840,Nigeship,"$6,883.98"
8707,2301179316928512,Lukuek,"$9,496.44"
8708,4836933305892864,Vutecda,"$1,384.19"
8709,5762549104508928,Roritu,"$3,272.90"
8710,22097038409728,Pejemwag,"$2,264.92"
8711,8070234147651584,Uloddur,"$5,304.19"
8712,6.05311E+15,Elujilef,"$5,596.97"
8713,7765510819151872,Uhicibe,"$5,235.15"
8714,700850773164032,Zicuduh,"$5,950.41"
8715,6.45382E+15,Ewisiru,"$1,679.94"
8716,5474688320929792,Peseke,"$9,286.73"
8717,1.8525E+15,Zukuflo,"$4,965.71"
8718,483655113768960,Jepegka,"$2,163.30"
8719,562593070579712,Logruthe,"$8,949.51"
8720,5042396414869504,Jansufgo,$468.39
8721,8.08189E+15,Nuijgen,"$5,144.97"
8722,3025742369652736,Lohipolo,"$9,231.16"
8723,7.65008E+15,Cuatdop,$131.97
8724,3878907430305792,Hurivafap,"$7,643.87"
8725,63264069255168,Kuzneruh,"$3,960.02"
8726,3.11624E+15,Cewpaemo,"$8,565.18"
8727,7129090156920832,Tasanla,"$3,949.58"
8728,2742212953636864,Opofoha,"$9,993.77"
8729,733472742178816,Efoafagi,"$5,151.45"
8730,3790943989792768,Muwuido,"$1,921.02"
8731,8234829407584256,Bomakdo,"$1,370.28"
8732,1.22373E+15,Ropuzah,"$9,725.52"
8733,3297277173039104,Hinamut,"$8,782.10"
8734,559889319460864,Zitmonep,"$6,149.96"
8735,2220349301194752,Kerkunwul,$576.37
8736,4.76224E+15,Semelar,"$1,309.46"
8737,1868577097383936,Secfecar,"$2,313.73"
8738,5018101196259328,Pawajuf,"$9,079.39"
8739,4607944870068224,Atihapan,"$8,132.09"
8740,2462732148277248,Buipzu,"$2,784.92"
8741,8512308431028224,Bacora,"$5,920.39"
8742,4680116246413312,Vudnawaho,"$6,811.96"
8743,1792212266385408,Guwatzej,"$4,350.74"
8744,584739463364608,Jakgoewe,"$8,750.09"
8745,5458378654482432,Ewekgop,"$6,423.97"
8746,2.45404E+15,Eneuluhe,"$4,771.85"
8747,2964717635108864,Moasiru,"$9,878.45"
8748,6812993681620992,Zieladem,"$9,106.56"
8749,4519415169155072,Gaozibam,"$9,918.97"
8750,8846560217530368,Haduna,"$4,518.80"
8751,4.33828E+15,Tafziejo,"$9,053.99"
8752,8485193188900864,Cuisnik,"$5,128.35"
8753,4778070489694208,Iciista,"$8,145.89"
8754,425800652292096,Kekwezmej,"$3,304.09"
8755,3636106356588544,Lihabevej,"$2,801.49"
8756,644698548994048,Biisoba,"$5,711.94"
8757,6494213755633664,Fohcale,"$3,922.63"
8758,8361289845833728,Niebrot,"$6,811.22"
8759,6502142460297216,Kikerze,"$8,021.88"
8760,361743175909376,Sivvuari,"$5,378.15"
8761,2981082303561728,Ijucatot,"$4,636.76"
8762,5265618190204928,Edukazi,"$7,207.80"
8763,3272565854306304,Anatoldi,"$7,358.49"
8764,8.14533E+15,Utipocava,$731.00
8765,8.93466E+15,Molohiwe,"$5,970.09"
8766,7.1549E+15,Hiwcevwej,"$7,231.71"
8767,732891359215616,Cabobi,$82.38
8768,4.38638E+15,Buefatod,"$6,117.80"
8769,1256854300655616,Nizawof,"$2,429.55"
8770,4356988664283136,Umiigali,"$8,464.93"
8771,2650405441896448,Ozeneare,"$8,047.88"
8772,3149339838906368,Gagimnud,$169.59
8773,7086041578078208,Wugohaho,"$4,962.00"
8774,2653181196632064,Vahowa,"$9,357.80"
8775,2648720220880896,Dovozaz,"$4,689.97"
8776,8980672538476544,Sekluhte,$965.83
8777,2.70544E+15,Ligifane,"$3,264.73"
8778,1544373074395136,Saphurej,"$5,989.70"
8779,1329265190633472,Banipok,"$3,717.74"
8780,5771113426583552,Efafotnuh,"$4,788.30"
8781,7.76087E+15,Upufonwu,"$5,708.71"
8782,8530676370374656,Vahojo,"$4,613.76"
8783,1958806053453824,Cadabaf,"$9,368.74"
8784,7789726496980992,Bitjomib,"$9,815.91"
8785,5750854669828096,Puziji,"$4,454.99"
8786,7594596775231488,Dibmomji,"$8,750.28"
8787,3544465029464064,Nagvaha,"$8,796.24"
8788,5.64157E+15,Jovhipto,"$6,694.05"
8789,3747332768137216,Buuvoma,"$5,215.64"
8790,7.41845E+15,Futkibed,"$4,495.78"
8791,2.94436E+15,Bahougo,"$5,876.63"
8792,6387687911063552,Ikuluwak,"$9,492.41"
8793,4.1166E+15,Uhsebi,$321.81
8794,1341075773980672,Vovomiag,"$9,314.43"
8795,2856284938305536,Buaraze,"$5,969.27"
8796,6.01366E+15,Guvomi,"$7,489.44"
8797,5170434295201792,Desakja,"$4,887.87"
8798,1658056167391232,Nunadsuj,"$4,863.61"
8799,4602696468267008,Bifoffu,"$2,878.76"
8800,6887033249202176,Tuzeppa,"$8,328.35"
8801,8896125622812672,Fuposacaw,"$4,856.63"
8802,6072656721870848,Taudpo,"$5,956.56"
8803,3412526800830464,Caduve,"$5,848.79"
8804,2464346470875136,Rekbuluw,"$6,728.14"
8805,163988753088512,Fednozpa,"$1,824.16"
8806,5651543741169664,Sekaraesa,"$9,894.30"
8807,6565430195912704,Nivusnu,"$9,161.10"
8808,1.17754E+15,Makkolij,"$9,232.82"
8809,145584472195072,Kertuku,"$7,237.79"
8810,6635652007329792,Kooluzar,"$4,008.40"
8811,5733864274132992,Sivudi,"$2,023.12"
8812,6425821023567872,Hitomga,"$7,761.09"
8813,3130751140757504,Kanudaces,"$4,380.31"
8814,367700463321088,Etwelli,"$7,023.06"
8815,2048793618939904,Iwolada,"$1,083.97"
8816,5120983314726912,Lojozos,"$3,155.45"
8817,3216975224373248,Vittana,"$1,010.33"
8818,7088687424733184,Javinezid,$438.88
8819,3698547274809344,Sokeki,"$1,161.35"
8820,445333888827392,Fohnako,"$1,083.56"
8821,4.21568E+15,Cacnofo,"$9,725.84"
8822,8.97542E+15,Fomecbap,"$7,263.17"
8823,51044413341696,Geheaw,"$5,689.73"
8824,386620496805888,Ugowuzfe,"$6,131.42"
8825,7113141399846912,Manuuka,"$3,758.87"
8826,1036229495750656,Muhhillor,"$1,855.06"
8827,7912935126990848,Hujebe,"$6,248.21"
8828,663967519211520,Gedarnen,"$9,067.66"
8829,1701783982309376,Gewajgi,"$6,899.75"
8830,2272524006064128,Totjuto,"$7,681.56"
8831,849438505435136,Vowewo,$647.14
8832,2.8398E+15,Nulaomu,"$4,444.86"
8833,1597653687205888,Dorogug,"$9,454.64"
8834,2345760301514752,Ukjiris,"$3,023.74"
8835,4.31357E+15,Azvukger,"$2,234.17"
8836,5940083578372096,Zewijiz,$269.49
8837,3150628595433472,Nuwluhvi,"$9,912.64"
8838,3.38775E+15,Cikiziv,"$6,267.17"
8839,7748941122633728,Favuol,"$5,338.87"
8840,2268315347058688,Ajevuhet,"$1,492.44"
8841,6.05062E+15,Mecbolrih,"$6,427.28"
8842,4.2003E+15,Fogdaseg,"$4,056.17"
8843,2396375511728128,Tehwikgi,$268.34
8844,3329370999488512,Azogojud,"$2,130.47"
8845,4078492773777408,Ledwoposu,"$8,803.90"
8846,2278893044105216,Orevuecu,"$5,406.36"
8847,2882321831165952,Sepecij,"$1,373.04"
8848,3073507009232896,Puacaco,"$5,293.44"
8849,8971805710614528,Emwipti,"$3,935.62"
8850,3329564287696896,Biwfijuli,"$3,327.45"
8851,6694687805014016,Ijiwiwob,"$3,520.57"
8852,3667653445025792,Owawafka,"$9,980.14"
8853,6262393896173568,Rolkabul,"$6,515.17"
8854,472811564957696,Obsosfol,"$6,451.00"
8855,150225056432128,Ovtuci,"$3,265.59"
8856,3436053910257664,Guwaro,"$9,069.57"
8857,3771681898233856,Dowbohke,"$3,679.62"
8858,5300831140184064,Dasapbe,$826.33
8859,4692494461698048,Vawabsi,"$5,086.27"
8860,5.40212E+15,Zawiwit,"$3,901.86"
8861,1467071355420672,Fugcihom,"$3,571.07"
8862,5055702003351552,Hodluzah,"$4,721.62"
8863,57091402235904,Dusvoog,$683.22
8864,1363717373558784,Wehiwwuw,"$1,093.72"
8865,2717561928024064,Ocfois,"$1,882.15"
8866,6177080026857472,Ulohdel,"$5,208.06"
8867,5128773397643264,Giddigpip,"$5,183.73"
8868,1846530652766208,Womunow,"$4,203.41"
8869,2565629865361408,Niwejaci,"$3,700.53"
8870,1072106865426432,Semugbil,"$2,431.51"
8871,1447419946467328,Horotcuf,"$2,858.04"
8872,1022841036210176,Kukikec,"$2,318.22"
8873,8378109965369344,Wekilus,"$6,838.32"
8874,4219055034597376,Liumawaw,"$1,055.22"
8875,2162239406604288,Tikosad,"$9,345.11"
8876,4394673611210752,Dakpotse,"$8,072.58"
8877,4641823064588288,Mudafhef,"$8,571.04"
8878,2031725630717952,Gehusuza,"$5,821.96"
8879,5769019808284672,Pucamer,"$4,982.71"
8880,2256467323256832,Bufveci,"$6,218.15"
8881,8947818028859392,Peihjo,"$9,430.44"
8882,1224585785638912,Sejudka,"$9,639.95"
8883,2728566305325056,Ehegewas,"$7,684.79"
8884,3507177121644544,Erpupgi,"$6,012.49"
8885,20026956447744,Okrioh,"$3,658.15"
8886,254010145636352,Retcalre,"$8,388.40"
8887,5567242152443904,Zureof,"$6,127.19"
8888,4.69585E+15,Gojemiwi,"$2,640.28"
8889,6264677415780352,Temgohca,"$1,809.51"
8890,5711224595546112,Uvefochak,"$5,310.79"
8891,792073626189824,Nuzweak,"$8,583.76"
8892,7.12098E+15,Vefevgot,"$9,628.42"
8893,8083915667406848,Jeriluhe,"$8,587.77"
8894,2709606151225344,Fapiiv,"$6,953.61"
8895,4.41301E+15,Naskede,"$3,285.59"
8896,1238604424675328,Inwahoj,"$4,386.00"
8897,8563120251338752,Kilcaop,"$1,530.91"
8898,7480512165707776,Niosewi,"$4,026.30"
8899,8198670302314496,Kanufci,"$2,915.66"
8900,7.15813E+15,Todjavniz,"$2,963.47"
8901,2031372508069888,Acuwozuv,"$3,875.63"
8902,4874986747592704,Pamumoz,"$8,900.98"
8903,5411049773727744,Ulbolgu,"$7,577.70"
8904,8.90199E+15,Dermicus,"$9,359.16"
8905,1032929891319808,Wejekut,"$5,028.90"
8906,8136987827503104,Ciocurud,"$7,871.24"
8907,8.88471E+15,Zopubu,"$3,186.55"
8908,7.79374E+15,Dobebah,$375.87
8909,7343814232506368,Nohevuk,"$2,974.87"
8910,1835942897778688,Kijvavto,"$5,366.85"
8911,3468818074566656,Puleowo,"$6,257.58"
8912,6950586977091584,Bajmuaw,$591.83
8913,880242067505152,Zaneska,"$9,091.36"
8914,3.24648E+15,Fofsozli,"$8,154.05"
8915,6199212578439168,Emehubu,"$3,032.46"
8916,7.1406E+15,Muzenwi,"$6,522.63"
8917,3200879798779904,Sofefru,"$4,042.95"
8918,983091296337920,Ebarimob,"$6,351.12"
8919,8135890062802944,Perneva,"$4,317.28"
8920,4097412025024512,Ometugguz,"$1,679.89"
8921,6579948789694464,Fiziwuva,"$6,758.63"
8922,5980798989631488,Ticeomu,"$3,192.14"
8923,8485941331099648,Uhrotep,"$8,893.00"
8924,885772402032640,Torusa,"$2,400.98"
8925,7677016767725568,Bikselweb,"$1,823.05"
8926,8850843195408384,Ugivujcu,"$7,462.31"
8927,5338126933295104,Zutikuc,"$6,121.80"
8928,5114990021312512,Dibulemo,"$7,208.81"
8929,5923262898896896,Ritveka,"$6,778.41"
8930,8095815209844736,Guulecof,"$8,102.27"
8931,7044097715994624,Ejseahe,"$2,869.07"
8932,7699619869884416,Lipnokjo,$752.57
8933,5317713113120768,Izzuci,"$8,293.87"
8934,4651823900131328,Fibupvuw,"$5,645.31"
8935,8677945231015936,Pilurzic,"$1,665.64"
8936,7.70171E+15,Wuwgonge,"$2,277.75"
8937,6793420045549568,Bijilano,"$1,352.62"
8938,4781229582843904,Taktisro,"$4,858.46"
8939,1.78809E+15,Puwungi,"$5,413.05"
8940,748011604934656,Recelkos,"$4,412.23"
8941,5218647484137472,Belloktip,"$7,649.12"
8942,706110539431936,Faiffe,"$5,555.11"
8943,4732841751478272,Mowdumor,"$8,453.25"
8944,2797613332037632,Reubire,"$4,449.69"
8945,1.0113E+15,Jidulcod,"$4,143.88"
8946,8521978619101184,Gugusvu,"$1,990.31"
8947,1614506060939264,Teacuvi,"$9,724.88"
8948,189083852734464,Ugopade,"$1,645.19"
8949,3.26783E+15,Cagofjow,"$2,788.33"
8950,5342783705448448,Rabsofid,"$1,635.55"
8951,8694630321225728,Fozuvat,"$9,111.67"
8952,5557918969626624,Hugidet,"$9,799.33"
8953,1960872868052992,Josbiez,"$3,832.47"
8954,7353523417120768,Mugzidni,"$8,109.12"
8955,4630489577029632,Eveageefa,"$5,803.44"
8956,2.71416E+15,Joolapo,"$4,207.45"
8957,1195341290405888,Inwugce,"$4,802.73"
8958,2807037578706944,Epnucoha,$539.49
8959,8954519236902912,Fugifek,"$4,636.47"
8960,1993168235003904,Zuegel,"$5,484.12"
8961,1694447473524736,Etaovufa,"$6,559.75"
8962,1667027808813056,Afjazfen,"$5,304.16"
8963,5938973178331136,Mozliwec,"$6,479.22"
8964,4092562314887168,Gaejjom,"$6,754.09"
8965,2362256086007808,Tizunkuc,"$5,336.86"
8966,1524485672927232,Vetevuh,$692.58
8967,177373718773760,Topwifec,"$7,930.77"
8968,2344684514967552,Atbitboj,"$1,100.34"
8969,3.30076E+15,Loekjiw,$842.53
8970,6580574969921536,Amaweelo,"$2,395.50"
8971,5688275064848384,Ziicaze,"$5,051.21"
8972,5004837315936256,Jawoge,"$7,599.88"
8973,6035779398664192,Cewejmu,"$8,091.29"
8974,828609772126208,Zetpuinu,"$4,759.65"
8975,7207249334239232,Boaneom,"$2,589.30"
8976,1488315368865792,Wemrizno,"$7,750.59"
8977,6238532689461248,Visouda,"$7,924.56"
8978,5885775444967424,Gihobuog,"$1,133.41"
8979,8521151831605248,Boimta,"$9,607.64"
8980,1815112614674432,Davuwet,"$4,159.01"
8981,934159304359936,Uzuiletim,"$2,316.18"
8982,1529918529732608,Voerezi,"$6,709.32"
8983,4.92757E+15,Kifukwif,"$3,316.51"
8984,3505701112512512,Cenrefow,"$6,196.83"
8985,6.20552E+15,Egeazzu,"$2,446.83"
8986,7676863254102016,Tutifpeh,$753.37
8987,7896239148367872,Jahcoso,"$6,777.73"
8988,7900528688234496,Pibojhe,"$8,300.59"
8989,8635938548744192,Pizkubhi,"$9,447.46"
8990,4361266659328,Puozamow,"$5,412.90"
8991,4166682496991232,Kowmenjem,"$5,084.29"
8992,1280906700521472,Wiezowe,"$5,822.45"
8993,7385881199509504,Todhari,"$5,803.70"
8994,3934926906851328,Kogsizu,"$7,973.75"
8995,4.40946E+15,Gormuudu,"$7,541.82"
8996,2851360705871872,Tuarakuj,$684.19
8997,802407671922688,Munebi,"$8,602.32"
8998,1248599507730432,Ubokoda,"$2,868.29"
8999,3032470117154816,Ambefiv,"$7,989.98"
9000,7.89673E+15,Gegeuc,"$5,149.48"
9001,48592200925184,Juniggo,"$8,186.66"
9002,5148701787947008,Harlibhat,"$1,048.42"
9003,1876029138272256,Gijijgaj,$230.12
9004,2011536035938304,Mikagu,"$6,485.74"
9005,6370550848946176,Lewiir,"$4,899.56"
9006,585292853542912,Koakrik,"$5,172.82"
9007,3.68276E+15,Guipulig,"$8,756.03"
9008,3202113354072064,Akreseme,"$8,753.65"
9009,3.36517E+15,Meklifu,"$1,071.45"
9010,3433118115561472,Puszubse,"$4,709.09"
9011,5270862605320192,Zuwlapoj,"$7,438.53"
9012,1075997076094976,Fedekbu,"$1,876.91"
9013,5366177205321728,Gifadgah,"$7,184.63"
9014,3234586765033472,Giswuki,"$2,279.45"
9015,3.21573E+15,Tiomoh,"$4,213.31"
9016,8667688435974144,Jikzowev,"$1,765.01"
9017,7689408184582144,Mulago,"$7,692.01"
9018,7.44956E+15,Musetamo,"$6,876.48"
9019,691878905249792,Heeduup,"$2,019.86"
9020,7740621573849088,Ujnale,"$9,348.26"
9021,1788812506169344,Duvacsa,"$7,353.36"
9022,7202846747394048,Sahjiduvu,"$7,117.34"
9023,4325732608114688,Tamolivag,"$8,747.21"
9024,1304601164775424,Aguweteg,"$8,527.17"
9025,3641397028585472,Mevija,"$6,144.31"
9026,5313406527602688,Valnijwu,"$7,619.09"
9027,6698192072605696,Puneag,"$2,360.34"
9028,4904687035744256,Cepfahtul,"$1,805.15"
9029,2111487975882752,Nefkattij,"$3,655.53"
9030,4463882680664064,Cibicpi,"$8,313.40"
9031,2914606892711936,Hanhaoz,"$4,742.60"
9032,417883354038272,Uhesaru,"$3,493.73"
9033,5.43242E+15,Hokuwdap,"$8,698.28"
9034,4631401821372416,Mufibutet,"$5,134.83"
9035,8575128298323968,Familwak,"$4,939.85"
9036,8997963789500416,Atizige,"$9,237.18"
9037,6530841094127616,Ijawufed,"$3,664.28"
9038,3615387115585536,Ewdotruk,$108.20
9039,4.23082E+15,Sibhivih,"$6,639.50"
9040,5867541360541696,Ivagefnul,"$7,214.34"
9041,7751876472733696,Henbewi,$659.07
9042,1190153961865216,Mopdecezi,"$7,856.46"
9043,6.99847E+15,Siaruvu,"$5,708.06"
9044,8798697875832832,Ufmunbi,"$2,183.45"
9045,4897470232395776,Giripap,"$5,807.87"
9046,8900901550948352,Ovobata,"$6,957.87"
9047,3198804094353408,Jowapdes,$316.50
9048,4789679660466176,Dubovvi,"$2,102.91"
9049,1168067759439872,Zasfovid,"$4,237.84"
9050,1.32763E+15,Tijalure,"$8,112.57"
9051,2989469244325888,Reinofo,"$9,552.15"
9052,5.61271E+15,Ighahog,"$2,486.46"
9053,2536475702853632,Luapwu,"$3,538.95"
9054,5172915175686144,Tumedla,"$8,059.51"
9055,1336768129400832,Nalrerbim,"$1,758.88"
9056,3.53013E+15,Iwocize,"$3,025.77"
9057,2224732988506112,Unatohas,"$7,561.58"
9058,8842677445459968,Fikbatla,$162.46
9059,1885170917441536,Ladcuti,"$1,283.51"
9060,8463103433900032,Noiseuli,"$9,992.75"
9061,2160406757900288,Kililwu,$481.29
9062,979373983268864,Tubjewol,"$7,644.13"
9063,2.29565E+15,Jithawmit,"$6,773.80"
9064,8976024104599552,Zunroza,"$7,699.11"
9065,329909335490560,Pocosim,"$8,154.60"
9066,2401674748493824,Atehiwut,"$3,487.69"
9067,4184213683175424,Toewju,"$7,240.90"
9068,1860272434184192,Buudaobo,"$3,215.25"
9069,4.98744E+15,Hatakurez,"$3,379.43"
9070,3242645566521344,Ebraco,"$3,734.83"
9071,9157782536192,Putoko,"$6,017.82"
9072,3973682051416064,Caupuigi,"$2,755.51"
9073,7529392769073152,Ibhelah,"$7,992.92"
9074,3114586714669056,Kezorobi,"$4,030.55"
9075,1965262809071616,Vienudu,"$3,912.83"
9076,1837873603018752,Kedcevvig,"$4,893.46"
9077,6.14461E+15,Zabumi,"$6,666.35"
9078,1.50689E+15,Utolizbil,"$4,486.81"
9079,7639937681719296,Vuijahiv,$861.74
9080,4753813827223552,Veviku,$672.34
9081,3670260018315264,Emuzose,"$5,626.33"
9082,1159232757956608,Cadvoni,"$7,373.57"
9083,4.95074E+15,Dimbubif,"$1,030.30"
9084,1615629022920704,Pijfanov,"$4,818.74"
9085,3483476575649792,Weigivu,"$6,544.01"
9086,5771809576189952,Sipekma,"$3,763.23"
9087,1.77478E+15,Liceef,"$9,304.05"
9088,1906826538909696,Ovelieru,"$1,965.62"
9089,7973638993084416,Okofotu,$602.83
9090,8565901989249024,Amuenuho,"$9,356.44"
9091,3646440431681536,Dimesmu,"$3,045.88"
9092,5056040364146688,Cipogpu,"$9,239.72"
9093,8.44415E+15,Buuhko,"$6,040.08"
9094,2652153539723264,Livhobe,"$7,414.84"
9095,1237809841045504,Huwnuke,"$6,959.89"
9096,1.19448E+15,Lecatil,"$1,452.87"
9097,8779893733064704,Ratawag,"$1,701.66"
9098,1319207924924416,Olmaok,"$4,343.05"
9099,5.43209E+15,Hiznifa,"$5,872.69"
9100,7044997878644736,Jiozfi,"$2,942.05"
9101,6165474893103104,Murunis,"$6,332.48"
9102,6714332383543296,Liiwoj,"$5,544.12"
9103,5729939460456448,Lopsani,"$5,999.36"
9104,8611000381079552,Epijezow,"$1,313.85"
9105,8311904663502848,Ujleca,"$4,443.70"
9106,4447432484061184,Livefip,"$8,360.94"
9107,7929269567094784,Femokli,$688.92
9108,416227006611456,Basgezfes,"$8,743.81"
9109,711085868974080,Uwsalzib,"$7,894.31"
9110,1137313503510528,Ceniuke,"$9,007.09"
9111,6.61956E+15,Jimjosde,"$4,279.02"
9112,3.1389E+15,Picnitfer,"$5,595.23"
9113,3317690785595392,Obareadu,"$4,421.96"
9114,3236639950241792,Ijoopaza,"$2,587.62"
9115,4269249935704064,Enupufo,"$5,308.81"
9116,7631468220121088,Incabeb,"$7,254.82"
9117,1013826975694848,Zuwepva,"$7,056.87"
9118,1290591910494208,Lunefez,"$9,835.40"
9119,6.51365E+15,Ojecisciw,"$9,297.48"
9120,7633543100366848,Uriijmo,"$7,948.84"
9121,1528361216114688,Huwiud,"$1,273.31"
9122,439768756256768,Marzivcu,"$2,336.31"
9123,7701136752508928,Lobuzda,"$3,052.37"
9124,1147564554452992,Fibfasse,"$1,860.95"
9125,6977702953222144,Begorvub,"$6,437.03"
9126,8509962256908288,Luvafup,"$1,612.39"
9127,6876030874681344,Vujpelsu,"$1,623.74"
9128,3158966290874368,Biijtoc,"$4,913.38"
9129,6141021092052992,Gikekzu,"$5,551.54"
9130,8.19992E+15,Sijpefce,"$6,327.72"
9131,3229620920909824,Mipuer,"$4,377.26"
9132,8.04148E+15,Fatvagoni,"$9,957.34"
9133,2.25715E+15,Cipurep,"$2,017.07"
9134,4221494095773696,Gajepuc,"$7,904.03"
9135,604696599330816,Hanjopmow,"$6,411.32"
9136,3147579078475776,Ferepfoc,"$5,277.66"
9137,206360807473152,Ivaconren,"$2,972.74"
9138,7444016872292352,Epvoabe,"$9,617.73"
9139,1507421545562112,Soebecu,"$2,659.11"
9140,662589742776320,Dufidjow,"$8,220.31"
9141,2500733018570752,Dukteve,"$5,672.16"
9142,5.1696E+15,Rulzeho,"$6,130.45"
9143,2.22713E+15,Ilsuti,$690.68
9144,8978044920266752,Obejivif,"$3,758.73"
9145,8.77294E+15,Pobobop,"$3,550.55"
9146,2605778796019712,Cocpuzog,"$1,188.63"
9147,2091126267838464,Eralago,"$5,901.30"
9148,2.34374E+15,Uhigiji,"$4,740.65"
9149,4876433771986944,Emorleg,"$5,694.64"
9150,6956509218996224,Daweptew,"$1,288.19"
9151,7.90739E+15,Opaozru,"$8,075.36"
9152,1459312482320384,Edenedjib,$125.98
9153,8700083574931456,Edofatco,"$5,771.59"
9154,5597354235265024,Igamanwa,"$1,341.75"
9155,3296421130272768,Numjohne,"$3,477.69"
9156,2.951E+15,Gijafal,"$2,470.72"
9157,2992742189760512,Jaszoto,"$3,353.77"
9158,8667850130587648,Zivoijo,"$4,090.35"
9159,7228410105430016,Jiwaporus,"$5,073.42"
9160,6.78019E+15,Sedaki,"$2,905.30"
9161,1614030437351424,Ovoguw,"$3,669.11"
9162,7407013216649216,Rabeac,"$3,715.72"
9163,3.82997E+15,Noolaeka,"$7,738.23"
9164,1.014E+15,Jankiur,"$3,817.93"
9165,7185350183092224,Sibacduk,"$7,441.06"
9166,3.1255E+15,Kovarta,$961.01
9167,1611063881629696,Niroed,$406.44
9168,2556627175604224,Fedorka,"$7,062.77"
9169,6425885454368768,Utonucusu,"$2,313.40"
9170,7.23836E+15,Ahriwo,"$3,509.20"
9171,3877503108120576,Puleib,$57.40
9172,1.69548E+15,Dekbubu,"$6,057.47"
9173,6.48264E+15,Disikbun,"$4,897.46"
9174,3.4798E+15,Pozowni,"$1,572.90"
9175,7858669720961024,Cilrorom,"$6,104.08"
9176,6.45791E+15,Kecorve,"$6,902.71"
9177,7719839581863936,Hapjujen,"$2,027.07"
9178,4221813699641344,Gatojwe,$654.32
9179,6011546152992768,Wehiwba,"$9,470.73"
9180,3685568124813312,Itarekew,$309.57
9181,2.46643E+15,Jahajrod,"$9,664.74"
9182,2629184922845184,Paseda,"$1,867.17"
9183,8326428483387392,Mejmebev,"$5,393.54"
9184,8210545381474304,Efvehos,"$2,151.34"
9185,5999203002089472,Ijzemgaj,"$7,957.39"
9186,3905437348921344,Cofhijfud,$69.09
9187,1.22077E+15,Vohepiw,"$8,088.52"
9188,4.70931E+15,Tehanmud,$703.89
9189,6245668725194752,Peameaw,"$8,666.24"
9190,1.53271E+15,Tupiipu,$482.48
9191,1152671880839168,Maijdi,"$1,778.31"
9192,655790388019200,Apfukvi,"$3,030.61"
9193,4832594285821952,Utacumah,$255.13
9194,490833010753536,Jelgutzid,$675.56
9195,1884972694634496,Rolura,"$3,279.88"
9196,8011944667643904,Noplune,$291.59
9197,8176299048697856,Revakfuz,"$3,154.50"
9198,5785009115889664,Nuosan,$64.26
9199,6158011842166784,Duziczuw,"$5,670.30"
9200,4.19295E+15,Dobjaja,"$3,523.99"
9201,143045389451264,Remdijjo,"$3,659.43"
9202,8481772234866688,Wocdaiza,$87.47
9203,6780648303886336,Mawepko,"$7,475.06"
9204,711991513579520,Nujkigoh,"$8,958.45"
9205,6084814759264256,Rutwislo,"$2,638.91"
9206,6741795381706752,Fedroej,"$8,752.09"
9207,4337367812931584,Orakiwfa,"$4,026.51"
9208,595345094475776,Cilcibwu,"$1,662.44"
9209,2850677059485696,Muuvmi,"$3,073.63"
9210,3.11334E+15,Janiic,"$6,463.04"
9211,6533194960601088,Zokonwun,$731.92
9212,8926165458747392,Zupdejis,"$9,394.67"
9213,2269611621875712,Ekasacuw,"$5,133.59"
9214,6992599923556352,Gokacpa,"$7,340.00"
9215,8779729840635904,Itiataged,"$5,341.61"
9216,8195197571694592,Fegfuguzi,"$2,292.07"
9217,2696867949314048,Bofiseco,$433.59
9218,2457365288845312,Funakuj,"$3,128.53"
9219,5.90492E+15,Dilwaulu,"$2,480.77"
9220,8401953214169088,Cuhdufuwu,"$9,686.66"
9221,6.5403E+15,Tougrah,"$7,108.31"
9222,1181519188066304,Ogubaav,"$3,276.56"
9223,5421035402821632,Weakuke,$90.57
9224,8190112011649024,Uwatuwa,"$1,177.37"
9225,7765651447873536,Matiga,$874.95
9226,4839019322015744,Tebogmul,"$6,697.09"
9227,5417607119241216,Tamowesel,"$2,656.97"
9228,8494453994029056,Sufmepire,"$7,573.41"
9229,2164140785270784,Fucopaj,"$4,505.61"
9230,2296089256394752,Ilzucwe,"$8,508.18"
9231,7911542332850176,Medborom,"$5,202.04"
9232,4562457729171456,Vunmawi,"$4,059.32"
9233,274511748399104,Cewuil,"$8,811.69"
9234,1237521998544896,Igvilki,"$3,122.08"
9235,4893763130359808,Nonandi,"$2,845.38"
